;REPORTE SEMANAL COMIDA RAPIDA,,,,,,,
;Filtro:(Fecha Venta  Between  9/11/2020 AND 15/11/2020)  AND (Departamento  = COMIDA RAPIDA) ,,,,,,,
Article Description,Category,Departament,Date of Sale,Sold Quantity,Total Sales,Total (Without Tax),Sale hour
ENSALADA DE REPOLLO 4 OZ,ORD/ENSALADAS,COMIDA RAPIDA,14/11/2020 12:33:14,2,30,26.087,12:33:14.0000000
ENSALADA DE REPOLLO 4 OZ,ORD/ENSALADAS,COMIDA RAPIDA,14/11/2020 19:33:15,1,15,13.0435,19:33:15.0000000
ENSALADA DE REPOLLO 4 OZ,ORD/ENSALADAS,COMIDA RAPIDA,11/11/2020 13:13:53,1,15,13.0435,13:13:53.0000000
ENSALADA DE REPOLLO 4 OZ,ORD/ENSALADAS,COMIDA RAPIDA,15/11/2020 09:51:56,1,15,13.0435,09:51:56.0000000
ENSALADA DE REPOLLO 4 OZ,ORD/ENSALADAS,COMIDA RAPIDA,15/11/2020 11:57:57,2,30,26.087,11:57:57.0000000
 EXTRA ADEREZO LA ESO 4OZ,,,,8.00,L120.00,L104.35,
EXTRA ADEREZO LA ESO 4OZ,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 16:08:48,1,15,13.0435,16:08:48.0000000
EXTRA ADEREZO LA ESO 4OZ,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 12:18:32,1,15,13.0435,12:18:32.0000000
EXTRA ADEREZO LA ESO 4OZ,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 13:05:27,1,15,13.0435,13:05:27.0000000
EXTRA ADEREZO LA ESO 4OZ,COMPLEMENTOS,COMIDA RAPIDA,11/11/2020 16:48:39,1,15,13.0435,16:48:39.0000000
EXTRA ADEREZO LA ESO 4OZ,COMPLEMENTOS,COMIDA RAPIDA,11/11/2020 21:17:55,1,15,13.0435,21:17:55.0000000
EXTRA ADEREZO LA ESO 4OZ,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 18:26:06,1,15,13.0435,18:26:06.0000000
EXTRA ADEREZO LA ESO 4OZ,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 18:48:23,2,30,26.087,18:48:23.0000000
 EXTRA ADEREZO RANCH 2 OZ,,,,1.00,L15.00,L13.04,
EXTRA ADEREZO RANCH 2 OZ,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 18:14:29,1,15,13.0435,18:14:29.0000000
 EXTRA CHIPOTLE 2OZ,,,,1.00,L20.00,L17.39,
EXTRA CHIPOTLE 2OZ,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 13:26:53,1,20,17.3913,13:26:53.0000000
 EXTRA DE CHISMOL,,,,14.00,L112.00,L97.39,
EXTRA DE CHISMOL,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 13:05:27,2,16,13.913,13:05:27.0000000
EXTRA DE CHISMOL,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 17:02:40,3,24,20.8696,17:02:40.0000000
EXTRA DE CHISMOL,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 17:03:54,3,24,20.8696,17:03:54.0000000
EXTRA DE CHISMOL,COMPLEMENTOS,COMIDA RAPIDA,13/11/2020 09:51:43,6,48,41.7391,09:51:43.0000000
 EXTRA DE HUEVO,,,,25.00,L200.00,L173.91,
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,13/11/2020 07:51:09,2,16,13.913,07:51:09.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,13/11/2020 13:08:03,1,8,6.9565,13:08:03.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,9/11/2020 07:22:08,1,8,6.9565,07:22:08.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,9/11/2020 11:07:35,2,16,13.913,11:07:35.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 07:26:17,2,16,13.913,07:26:17.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 07:52:55,1,8,6.9565,07:52:55.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 09:26:50,1,8,6.9565,09:26:50.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 07:10:28,1,8,6.9565,07:10:28.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 08:03:43,1,8,6.9565,08:03:43.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 12:11:35,1,8,6.9565,12:11:35.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 10:19:32,1,8,6.9565,10:19:32.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 15:57:35,1,8,6.9565,15:57:35.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,11/11/2020 06:18:28,1,8,6.9565,06:18:28.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,11/11/2020 12:15:11,1,8,6.9565,12:15:11.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,12/11/2020 07:19:22,1,8,6.9565,07:19:22.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,12/11/2020 11:03:19,2,16,13.913,11:03:19.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 06:42:02,1,8,6.9565,06:42:02.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 06:48:13,1,8,6.9565,06:48:13.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 08:44:44,2,16,13.913,08:44:44.0000000
EXTRA DE HUEVO,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 18:04:39,1,8,6.9565,18:04:39.0000000
 EXTRA FRIJOLES 4OZ,,,,5.00,L40.00,L34.78,
EXTRA FRIJOLES 4OZ,COMPLEMENTOS,COMIDA RAPIDA,9/11/2020 07:22:08,1,8,6.9565,07:22:08.0000000
EXTRA FRIJOLES 4OZ,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 08:03:43,1,8,6.9565,08:03:43.0000000
EXTRA FRIJOLES 4OZ,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 14:16:25,1,8,6.9565,14:16:25.0000000
EXTRA FRIJOLES 4OZ,COMPLEMENTOS,COMIDA RAPIDA,12/11/2020 07:19:22,1,8,6.9565,07:19:22.0000000
EXTRA FRIJOLES 4OZ,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 08:44:44,1,8,6.9565,08:44:44.0000000
 EXTRA JALAPE—O,,,,31.00,L310.00,L269.56,
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,13/11/2020 15:54:32,1,10,8.6956,15:54:32.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,13/11/2020 17:40:03,1,10,8.6956,17:40:03.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 12:33:14,2,20,17.3913,12:33:14.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 11:32:07,2,20,17.3913,11:32:07.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,9/11/2020 16:22:56,1,10,8.6956,16:22:56.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 18:20:47,1,10,8.6956,18:20:47.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 18:27:20,1,10,8.6956,18:27:20.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 20:16:46,1,10,8.6956,20:16:46.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 19:26:00,1,10,8.6956,19:26:00.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 20:51:25,2,20,17.3913,20:51:25.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 13:05:27,1,10,8.6956,13:05:27.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 16:35:15,1,10,8.6956,16:35:15.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 17:25:26,1,10,8.6956,17:25:26.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 17:02:40,1,10,8.6956,17:02:40.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 18:40:58,1,10,8.6956,18:40:58.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,11/11/2020 08:18:46,1,10,8.6956,08:18:46.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,11/11/2020 12:13:06,1,10,8.6956,12:13:06.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,11/11/2020 15:28:08,1,10,8.6956,15:28:08.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,11/11/2020 16:32:31,1,10,8.6956,16:32:31.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 09:13:51,2,20,17.3913,09:13:51.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 17:03:54,1,10,8.6956,17:03:54.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 20:11:29,1,10,8.6956,20:11:29.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,13/11/2020 09:51:43,2,20,17.3913,09:51:43.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,12/11/2020 15:41:33,1,10,8.6956,15:41:33.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,12/11/2020 16:04:06,1,10,8.6956,16:04:06.0000000
EXTRA JALAPE—O,COMPLEMENTOS,COMIDA RAPIDA,12/11/2020 17:04:29,1,10,8.6956,17:04:29.0000000
 EXTRA LECHE 5OZ,,,,4.00,L32.00,L27.83,
EXTRA LECHE 5OZ,COMPLEMENTOS,COMIDA RAPIDA,13/11/2020 06:17:03,1,8,6.9565,06:17:03.0000000
EXTRA LECHE 5OZ,COMPLEMENTOS,COMIDA RAPIDA,13/11/2020 09:24:05,1,8,6.9565,09:24:05.0000000
EXTRA LECHE 5OZ,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 08:06:12,1,8,6.9565,08:06:12.0000000
EXTRA LECHE 5OZ,COMPLEMENTOS,COMIDA RAPIDA,13/11/2020 08:30:46,1,8,6.9565,08:30:46.0000000
 EXTRA MANTEQUILLA 1OZ,,,,11.00,L77.00,L66.96,
EXTRA MANTEQUILLA 1OZ,COMPLEMENTOS,COMIDA RAPIDA,9/11/2020 07:22:08,1,7,6.087,07:22:08.0000000
EXTRA MANTEQUILLA 1OZ,COMPLEMENTOS,COMIDA RAPIDA,9/11/2020 09:21:13,1,7,6.087,09:21:13.0000000
EXTRA MANTEQUILLA 1OZ,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 05:56:46,1,7,6.087,05:56:46.0000000
EXTRA MANTEQUILLA 1OZ,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 07:22:46,1,7,6.087,07:22:46.0000000
EXTRA MANTEQUILLA 1OZ,COMPLEMENTOS,COMIDA RAPIDA,9/11/2020 17:51:17,1,7,6.087,17:51:17.0000000
EXTRA MANTEQUILLA 1OZ,COMPLEMENTOS,COMIDA RAPIDA,14/11/2020 20:23:57,1,7,6.087,20:23:57.0000000
EXTRA MANTEQUILLA 1OZ,COMPLEMENTOS,COMIDA RAPIDA,12/11/2020 06:11:01,1,7,6.087,06:11:01.0000000
EXTRA MANTEQUILLA 1OZ,COMPLEMENTOS,COMIDA RAPIDA,12/11/2020 10:19:28,1,7,6.087,10:19:28.0000000
EXTRA MANTEQUILLA 1OZ,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 08:44:44,1,7,6.087,08:44:44.0000000
EXTRA MANTEQUILLA 1OZ,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 20:26:20,2,14,12.1739,20:26:20.0000000
 EXTRA MIEL 1OZ,,,,2.00,L14.00,L12.17,
EXTRA MIEL 1OZ,COMPLEMENTOS,COMIDA RAPIDA,9/11/2020 09:21:13,1,7,6.087,09:21:13.0000000
EXTRA MIEL 1OZ,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 06:46:20,1,7,6.087,06:46:20.0000000
 EXTRA PECHUGA DESHUESADA,,,,1.00,L46.00,L40.00,
EXTRA PECHUGA DESHUESADA,ORD/ENSALADAS,COMIDA RAPIDA,13/11/2020 16:34:45,1,46,40,16:34:45.0000000
 EXTRA QUESILLO 3OZ,,,,2.00,L28.00,L24.35,
EXTRA QUESILLO 3OZ,COMPLEMENTOS,COMIDA RAPIDA,10/11/2020 11:05:43,1,14,12.1739,11:05:43.0000000
EXTRA QUESILLO 3OZ,COMPLEMENTOS,COMIDA RAPIDA,15/11/2020 13:12:31,1,14,12.1739,13:12:31.0000000
 MARTES DE LA ESO +COC 1.5L,,,,23.00,"L7,337.00","L6,380.00",
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 09:44:07,1,319,277.3913,09:44:07.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 10:28:14,1,319,277.3913,10:28:14.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 12:15:28,1,319,277.3913,12:15:28.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 12:34:56,1,319,277.3913,12:34:56.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 12:47:37,1,319,277.3913,12:47:37.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 13:01:03,1,319,277.3913,13:01:03.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 13:38:58,1,319,277.3913,13:38:58.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 13:53:31,1,319,277.3913,13:53:31.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 13:06:52,1,319,277.3913,13:06:52.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 14:17:39,1,319,277.3913,14:17:39.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 13:01:46,1,319,277.3913,13:01:46.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 15:19:20,1,319,277.3913,15:19:20.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 16:15:12,1,319,277.3913,16:15:12.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 16:32:15,1,319,277.3913,16:32:15.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 17:32:11,1,319,277.3913,17:32:11.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 18:59:17,1,319,277.3913,18:59:17.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 18:49:54,1,319,277.3913,18:49:54.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 19:32:42,1,319,277.3913,19:32:42.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 18:06:49,1,319,277.3913,18:06:49.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 17:31:54,1,319,277.3913,17:31:54.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 19:44:30,1,319,277.3913,19:44:30.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 21:04:57,1,319,277.3913,21:04:57.0000000
MARTES DE LA ESO +COC 1.5L,CB/POLLO,COMIDA RAPIDA,10/11/2020 19:36:16,1,319,277.3913,19:36:16.0000000
 MEDIO DESAYUNO CATRACHO,,,,49.00,"L2,108.25","L1,833.26",
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,13/11/2020 13:08:03,1,45,39.1304,13:08:03.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,9/11/2020 05:59:07,1,45,39.1304,05:59:07.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,9/11/2020 08:06:08,1,45,39.1304,08:06:08.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,9/11/2020 07:30:15,1,45,39.1304,07:30:15.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,9/11/2020 08:43:07,1,36,31.3044,08:43:07.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,9/11/2020 10:18:26,2,90,78.2609,10:18:26.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,14/11/2020 07:34:22,2,90,78.2609,07:34:22.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,9/11/2020 18:55:52,2,90,78.2609,18:55:52.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,9/11/2020 19:20:15,2,90,78.2609,19:20:15.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,14/11/2020 17:29:39,1,45,39.1304,17:29:39.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 16:25:56,1,45,39.1304,16:25:56.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 08:09:37,4,144,125.2174,08:09:37.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 09:07:16,1,36,31.3044,09:07:16.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 09:16:44,3,108,93.913,09:16:44.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 12:15:11,1,45,39.1304,12:15:11.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,11/11/2020 17:33:18,1,45,39.1304,17:33:18.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 06:02:42,3,135,117.3913,06:02:42.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:57:51,1,45,39.1304,09:57:51.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:44:09,1,45,39.1304,08:44:09.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 08:32:26,1,45,39.1304,08:32:26.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:08:42,1,45,39.1304,09:08:42.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:58:57,1,38.25,33.2609,09:58:57.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 07:14:43,1,45,39.1304,07:14:43.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 07:48:33,2,90,78.2609,07:48:33.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:29:43,2,90,78.2609,08:29:43.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:31:51,2,90,78.2609,08:31:51.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:46:14,1,45,39.1304,08:46:14.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:29:54,1,45,39.1304,09:29:54.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 11:18:27,1,45,39.1304,11:18:27.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 10:53:11,2,90,78.2609,10:53:11.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 10:30:37,1,45,39.1304,10:30:37.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:41:03,1,45,39.1304,08:41:03.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,13/11/2020 08:59:13,1,40.5,35.2174,08:59:13.0000000
MEDIO DESAYUNO CATRACHO,ORD/DESAYUNOS,COMIDA RAPIDA,13/11/2020 08:37:57,1,40.5,35.2174,08:37:57.0000000
 OR 1 ALA,,,,66.00,"L2,277.00","L1,980.00",
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,13/11/2020 10:37:18,1,32.4,28.1739,10:37:18.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,13/11/2020 12:02:09,1,36,31.3044,12:02:09.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,13/11/2020 13:24:09,1,36,31.3044,13:24:09.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,13/11/2020 12:28:32,1,36,31.3044,12:28:32.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,13/11/2020 12:38:01,1,36,31.3044,12:38:01.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,13/11/2020 13:16:13,2,57.6,50.087,13:16:13.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,13/11/2020 15:56:23,1,36,31.3044,15:56:23.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,9/11/2020 12:04:42,1,36,31.3044,12:04:42.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,9/11/2020 12:27:11,1,36,31.3044,12:27:11.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,9/11/2020 13:28:16,2,72,62.6087,13:28:16.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,9/11/2020 13:51:07,1,28.8,25.0435,13:51:07.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,9/11/2020 13:53:06,3,108,93.913,13:53:06.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,13/11/2020 19:32:56,2,72,62.6087,19:32:56.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,9/11/2020 18:15:05,1,36,31.3044,18:15:05.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,9/11/2020 21:14:00,1,28.8,25.0435,21:14:00.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,9/11/2020 19:42:32,1,36,31.3044,19:42:32.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,9/11/2020 19:59:02,1,36,31.3044,19:59:02.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,14/11/2020 18:45:49,1,28.8,25.0435,18:45:49.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,14/11/2020 18:54:56,1,36,31.3044,18:54:56.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,14/11/2020 19:02:57,1,36,31.3044,19:02:57.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,14/11/2020 21:12:13,1,28.8,25.0435,21:12:13.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,14/11/2020 21:18:19,2,72,62.6087,21:18:19.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,14/11/2020 21:32:41,1,36,31.3044,21:32:41.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,10/11/2020 12:11:30,1,36,31.3044,12:11:30.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,10/11/2020 13:17:38,1,36,31.3044,13:17:38.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,10/11/2020 17:29:23,1,36,31.3044,17:29:23.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,10/11/2020 20:31:23,1,36,31.3044,20:31:23.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,10/11/2020 20:06:34,1,36,31.3044,20:06:34.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,11/11/2020 12:09:36,4,144,125.2174,12:09:36.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,11/11/2020 12:54:57,1,36,31.3044,12:54:57.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,11/11/2020 12:57:18,1,36,31.3044,12:57:18.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,11/11/2020 13:16:46,1,36,31.3044,13:16:46.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,11/11/2020 17:11:46,1,36,31.3044,17:11:46.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,11/11/2020 18:25:11,1,36,31.3044,18:25:11.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,11/11/2020 19:10:21,1,36,31.3044,19:10:21.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,12/11/2020 11:41:44,1,36,31.3044,11:41:44.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,12/11/2020 13:44:13,1,36,31.3044,13:44:13.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,15/11/2020 10:02:42,1,30.6,26.6087,10:02:42.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,15/11/2020 12:38:35,2,72,62.6087,12:38:35.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,15/11/2020 12:51:50,1,36,31.3044,12:51:50.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,15/11/2020 12:56:24,1,36,31.3044,12:56:24.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,15/11/2020 15:27:51,1,36,31.3044,15:27:51.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,15/11/2020 16:02:06,1,28.8,25.0435,16:02:06.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,15/11/2020 17:25:47,1,36,31.3044,17:25:47.0000000
OR 1 ALA,ORD/POLLO,COMIDA RAPIDA,15/11/2020 16:55:56,1,36,31.3044,16:55:56.0000000
